id,codigo,name,serie_id/id,active,sequence,cierre_expediente,procedimiento
subserie_89,"06","Instrumentos de Control Correspondencia Recibida Externa",gestion_documentos.serie_31,1,89,"Terminación de la vigencia fiscal","<span style='font-size:20px; font-weight:bold;'>&#8226;</span> Cumplido el tiempo de retención en el archivo de gestión y en el archivo central contados a partir del cierre del expediente, los documentos en su soporte original electrónico se eliminan por perdida de los valores primarios en el Archivo de VISE LTDA dejando constancia en el acta de eliminación documental, de acuerdo con lo dispuesto en el procedimiento de disposición documental por el método de borrado seguro.<br/><br/><span style='font-size:20px; font-weight:bold;'>&#8226;</span> Documentos con valores primarios administrativos, no tiene valores secundarios."
subserie_90,"07","Instrumentos de Control Cursos Cea - Vise",gestion_documentos.serie_31,1,90,"Terminación de la vigencia fiscal","<span style='font-size:20px; font-weight:bold;'>&#8226;</span> Cumplido el tiempo de retención en el archivo de gestión y en el archivo central contados a partir del cierre del expediente, los documentos en su soporte original electrónico se eliminan por perdida de los valores primarios en el Archivo de VISE LTDA dejando constancia en el acta de eliminación documental, de acuerdo con lo dispuesto en el procedimiento de disposición documental por el método de borrado seguro. <br/><br/><span style='font-size:20px; font-weight:bold;'>&#8226;</span> Documentos con valores primarios administrativos, no tiene valores secundarios."
subserie_91,"08","Instrumentos de Control Entrega de Dotaciones",gestion_documentos.serie_31,1,91,"Terminación de la vigencia fiscal","<span style='font-size:20px; font-weight:bold;'>&#8226;</span> Cumplido el tiempo de retención en el archivo de gestión los documentos en soporte original físico se transfieren al archivo central para ser digitalizados con fines de consulta en el área de Archivo y cumplido el tiempo de retención en el archivo central contados a partir del cierre del expediente, los documentos en su soporte original físico y el digitalizado se eliminan por perdida de los valores primarios en el Archivo de VISE LTDA dejando constancia en el acta de eliminación documental, de acuerdo con lo dispuesto en el procedimiento de disposición documental por el método de picado.<br/><br/><span style='font-size:20px; font-weight:bold;'>&#8226;</span> Documentos con valores primarios administrativos, no tiene valores secundarios."
subserie_92,"09","Instrumentos de Control Entrega de Elementos de Protección Personal",gestion_documentos.serie_31,1,92,"Terminación de la vigencia fiscal","<span style='font-size:20px; font-weight:bold;'>&#8226;</span> Cumplido el tiempo de retención en el archivo de gestión los documentos en soporte original físico y electrónico se transfieren al archivo central para ser digitalizados el físico con fines de consulta en el área de Archivo y cumplido el tiempo de retención en el archivo central contados a partir del cierre del expediente, los documentos en su soporte original físico, electrónico y el digitalizado se eliminan por perdida de los valores primarios en el Archivo de VISE LTDA dejando constancia en el acta de eliminación documental, de acuerdo con lo dispuesto en el procedimiento de disposición documental por el método de picado.<br/><br/><span style='font-size:20px; font-weight:bold;'>&#8226;</span> Documentos valorados con el artículo 2.2.4.6.13. del Decreto 1072 de 2015 que define los tiempos de retención y no tiene valores secundarios."
subserie_93,"10","Instrumentos de Control Lavado de Tanques",gestion_documentos.serie_31,1,93,"Terminación de la vigencia fiscal","<span style='font-size:20px; font-weight:bold;'>&#8226;</span> Cumplido el tiempo de retención en el archivo de gestión y en el archivo central contados a partir del cierre del expediente, los documentos en su soporte original electrónico se eliminan por perdida de los valores primarios en el Archivo de VISE LTDA dejando constancia en el acta de eliminación documental, de acuerdo con lo dispuesto en el procedimiento de disposición documental por el método de borrado seguro. <br/><br/><span style='font-size:20px; font-weight:bold;'>&#8226;</span> Documentos con valores primarios administrativos, no tiene valores secundarios."
subserie_94,"11","Instrumentos de Control Préstamo de Elementos",gestion_documentos.serie_31,1,94,"Terminación de la vigencia fiscal","<span style='font-size:20px; font-weight:bold;'>&#8226;</span> Cumplidos los tiempos de retención en el archivo de gestión y en el archivo central contados a partir del cierre del expediente, la agrupación documental en su soporte original físico se eliminan por perdida de los valores primarios en el Archivo de VISE LTDA dejando constancia en el acta de eliminación documental, de acuerdo con lo dispuesto en el procedimiento de disposición documental por el método de picado.<br/><br/><span style='font-size:20px; font-weight:bold;'>&#8226;</span> Documentos con valores primarios administrativos, no tiene valores secundarios."
subserie_95,"12","Instrumentos de Control Procesos Comerciales",gestion_documentos.serie_31,1,95,"Terminación de la vigencia fiscal","<span style='font-size:20px; font-weight:bold;'>&#8226;</span> Cumplido el tiempo de retención en el archivo de gestión y en el archivo central contados a partir del cierre del expediente, los documentos en su soporte original electrónico se eliminan por perdida de los valores primarios en el Archivo de VISE LTDA dejando constancia en el acta de eliminación documental, de acuerdo con lo dispuesto en el procedimiento de disposición documental por el método de borrado seguro. <br/><br/><span style='font-size:20px; font-weight:bold;'>&#8226;</span> Documentos con valores primarios administrativos, no tiene valores secundarios."
subserie_96,"13","Instrumentos de Control Pruebas de Alcohol y Drogas",gestion_documentos.serie_31,1,96,"Terminación de la vigencia fiscal","<span style='font-size:20px; font-weight:bold;'>&#8226;</span> Cumplidos los tiempos de retención en el archivo de gestión y en el archivo central contados a partir del cierre del expediente, la agrupación documental en su soporte original físico se eliminan por perdida de los valores primarios en el Archivo de VISE LTDA dejando constancia en el acta de eliminación documental, de acuerdo con lo dispuesto en el procedimiento de disposición documental por el método de picado.<br/><br/><span style='font-size:20px; font-weight:bold;'>&#8226;</span> Documentos con valores primarios administrativos, no tiene valores secundarios"
subserie_97,"14","Instrumentos de Control Radicación de Pqrs",gestion_documentos.serie_31,1,97,"Terminación de la vigencia fiscal","<span style='font-size:20px; font-weight:bold;'>&#8226;</span> Cumplido el tiempo de retención en el archivo de gestión y en el archivo central contados a partir del cierre del expediente, los documentos en su soporte original electrónico se eliminan por perdida de los valores primarios en el Archivo de VISE LTDA dejando constancia en el acta de eliminación documental, de acuerdo con lo dispuesto en el procedimiento de disposición documental por el método de borrado seguro.<br/><br/><span style='font-size:20px; font-weight:bold;'>&#8226;</span> Documentos con valores primarios administrativos, no tiene valores secundarios."
subserie_98,"15","Instrumentos de Control Seguimiento Capacitaciones",gestion_documentos.serie_31,1,98,"Terminación de la vigencia fiscal","<span style='font-size:20px; font-weight:bold;'>&#8226;</span> Cumplido el tiempo de retención en el archivo de gestión y en el archivo central contados a partir del cierre del expediente, los documentos en su soporte original electrónico se eliminan por perdida de los valores primarios en el Archivo de VISE LTDA dejando constancia en el acta de eliminación documental, de acuerdo con lo dispuesto en el procedimiento de disposición documental por el método de borrado seguro.<br/><br/><span style='font-size:20px; font-weight:bold;'>&#8226;</span> Documentos con valores primarios administrativos, no tiene valores secundarios."
subserie_99,"16","Instrumentos de Control Seguimiento Casos de Acoso Laboral",gestion_documentos.serie_31,1,99,"Terminación de la vigencia fiscal","<span style='font-size:20px; font-weight:bold;'>&#8226;</span> Cumplido el tiempo de retención en el archivo de gestión y en el archivo central contados a partir del cierre del expediente, los documentos en su soporte original electrónico se eliminan por perdida de los valores primarios en el Archivo de VISE LTDA dejando constancia en el acta de eliminación documental, de acuerdo con lo dispuesto en el procedimiento de disposición documental por el método de borrado seguro. <br/><br/><span style='font-size:20px; font-weight:bold;'>&#8226;</span> Documentos con valores primarios administrativos, no tiene valores secundarios."
subserie_100,"17","Instrumentos de Control Seguimiento de Casos de Salud",gestion_documentos.serie_31,1,100,"Terminación de la vigencia fiscal","<span style='font-size:20px; font-weight:bold;'>&#8226;</span> Cumplido el tiempo de retención en el archivo de gestión y en el archivo central contados a partir del cierre del expediente, los documentos en su soporte original electrónico se eliminan por perdida de los valores primarios en el Archivo de VISE LTDA dejando constancia en el acta de eliminación documental, de acuerdo con lo dispuesto en el procedimiento de disposición documental por el método de borrado seguro.<br/><br/><span style='font-size:20px; font-weight:bold;'>&#8226;</span> Documentos con valores primarios administrativos, no tiene valores secundarios."
subserie_101,"18","Instrumentos de Control Seguimiento de Pqrs",gestion_documentos.serie_31,1,101,"Terminación de la vigencia fiscal","<span style='font-size:20px; font-weight:bold;'>&#8226;</span> Cumplido el tiempo de retención en el archivo de gestión y en el archivo central contados a partir del cierre del expediente, los documentos en su soporte original electrónico se eliminan por perdida de los valores primarios en el Archivo de VISE LTDA dejando constancia en el acta de eliminación documental, de acuerdo con lo dispuesto en el procedimiento de disposición documental por el método de borrado seguro.<br/><br/><span style='font-size:20px; font-weight:bold;'>&#8226;</span> Documentos con valores primarios administrativos, no tiene valores secundarios."
subserie_102,"19","Instrumentos de Control Seguimiento Derechos de Petición",gestion_documentos.serie_31,1,102,"Terminación de la vigencia fiscal","<span style='font-size:20px; font-weight:bold;'>&#8226;</span> Cumplido el tiempo de retención en el archivo de gestión y en el archivo central contados a partir del cierre del expediente, los documentos en su soporte original electrónico se eliminan por perdida de los valores primarios en el Archivo de VISE LTDA dejando constancia en el acta de eliminación documental, de acuerdo con lo dispuesto en el procedimiento de disposición documental por el método de borrado seguro.<br/><br/><span style='font-size:20px; font-weight:bold;'>&#8226;</span> Documentos con valores primarios administrativos, no tiene valores secundarios."
subserie_103,"20","Instrumentos de Control Seguimiento Facturación Clientes",gestion_documentos.serie_31,1,103,"Terminación de la vigencia fiscal","<span style='font-size:20px; font-weight:bold;'>&#8226;</span> Cumplido el tiempo de retención en el archivo de gestión y en el archivo central contados a partir del cierre del expediente, los documentos en su soporte original electrónico se eliminan por perdida de los valores primarios en el Archivo de VISE LTDA dejando constancia en el acta de eliminación documental, de acuerdo con lo dispuesto en el procedimiento de disposición documental por el método de borrado seguro.<br/><br/><span style='font-size:20px; font-weight:bold;'>&#8226;</span> Documentos con valores primarios administrativos, no tiene valores secundarios."
subserie_104,"21","Instrumentos de Control Seguimiento Pensionados",gestion_documentos.serie_31,1,104,"Terminación de la vigencia fiscal","<span style='font-size:20px; font-weight:bold;'>&#8226;</span> Cumplido el tiempo de retención en el archivo de gestión y en el archivo central contados a partir del cierre del expediente, los documentos en su soporte original electrónico se eliminan por perdida de los valores primarios en el Archivo de VISE LTDA dejando constancia en el acta de eliminación documental, de acuerdo con lo dispuesto en el procedimiento de disposición documental por el método de borrado seguro. <br/><br/><span style='font-size:20px; font-weight:bold;'>&#8226;</span> Documentos con valores primarios administrativos, no tiene valores secundarios."
subserie_105,"22","Instrumentos de Control Seguimiento Procesos Disciplinarios",gestion_documentos.serie_31,1,105,"Terminación de la vigencia fiscal","<span style='font-size:20px; font-weight:bold;'>&#8226;</span> Cumplido el tiempo de retención en el archivo de gestión y en el archivo central contados a partir del cierre del expediente, los documentos en su soporte original electrónico se eliminan por perdida de los valores primarios en el Archivo de VISE LTDA dejando constancia en el acta de eliminación documental, de acuerdo con lo dispuesto en el procedimiento de disposición documental por el método de borrado seguro. <br/><br/><span style='font-size:20px; font-weight:bold;'>&#8226;</span> Documentos con valores primarios administrativos, no tiene valores secundarios."
subserie_106,"23","Instrumentos de Control Servicios Públicos",gestion_documentos.serie_31,1,106,"Terminación de la vigencia fiscal","<span style='font-size:20px; font-weight:bold;'>&#8226;</span> Cumplido el tiempo de retención en el archivo de gestión y en el archivo central contados a partir del cierre del expediente, los documentos en su soporte original electrónico se eliminan por perdida de los valores primarios en el Archivo de VISE LTDA dejando constancia en el acta de eliminación documental, de acuerdo con lo dispuesto en el procedimiento de disposición documental por el método de borrado seguro. <br/><br/><span style='font-size:20px; font-weight:bold;'>&#8226;</span> Documentos con valores primarios administrativos, no tiene valores secundarios."
subserie_107,"24","Instrumentos de Control Solicitud de Cambio de Documentos",gestion_documentos.serie_31,1,107,"Terminación de la vigencia fiscal","<span style='font-size:20px; font-weight:bold;'>&#8226;</span> Cumplido el tiempo de retención en el archivo de gestión y en el archivo central contados a partir del cierre del expediente, los documentos en su soporte original electrónico se eliminan por perdida de los valores primarios en el Archivo de VISE LTDA dejando constancia en el acta de eliminación documental, de acuerdo con lo dispuesto en el procedimiento de disposición documental por el método de borrado seguro. <br/><br/><span style='font-size:20px; font-weight:bold;'>&#8226;</span> Documentos con valores primarios administrativos, no tiene valores secundarios."
subserie_108,"25","Instrumentos de Control Transporte de Residuos Peligrosos",gestion_documentos.serie_31,1,108,"Terminación de la vigencia fiscal","<span style='font-size:20px; font-weight:bold;'>&#8226;</span> Cumplido el tiempo de retención en el archivo de gestión y en el archivo central contados a partir del cierre del expediente, los documentos en su soporte original electrónico se eliminan por perdida de los valores primarios en el Archivo de VISE LTDA dejando constancia en el acta de eliminación documental, de acuerdo con lo dispuesto en el procedimiento de disposición documental por el método de borrado seguro. <br/><br/><span style='font-size:20px; font-weight:bold;'>&#8226;</span> Documentos con valores primarios administrativos, no tiene valores secundarios."
subserie_109,"01","Inventario de Equipos de Comunicaciones",gestion_documentos.serie_32,1,109,"Terminación de la vigencia fiscal","<span style='font-size:20px; font-weight:bold;'>&#8226;</span> Cumplido el tiempo de retención en el archivo de gestión y en el archivo central contados a partir del cierre del expediente, los documentos en su soporte original electrónico se eliminan por perdida de los valores primarios en el Archivo de VISE LTDA dejando constancia en el acta de eliminación documental, de acuerdo con lo dispuesto en el procedimiento de disposición documental por el método de borrado seguro.<br/><br/><span style='font-size:20px; font-weight:bold;'>&#8226;</span> Documentos con valores primarios administrativos, no tiene valores secundarios."
subserie_110,"02","Inventarios de Activos Fijos",gestion_documentos.serie_32,1,110,"Terminación de la vigencia fiscal","<span style='font-size:20px; font-weight:bold;'>&#8226;</span> Cumplido el tiempo de retención en el archivo de gestión y en el archivo central contados a partir del cierre del expediente, los documentos en su soporte original electrónico se eliminan por perdida de los valores primarios en el Archivo de VISE LTDA dejando constancia en el acta de eliminación documental, de acuerdo con lo dispuesto en el procedimiento de disposición documental por el método de borrado seguro.<br/><br/><span style='font-size:20px; font-weight:bold;'>&#8226;</span> Documentos con valores administrativos y contables, valorados con el artículo 28 de la Ley 962 de 2005 que define los tiempos de retención y no tiene valores secundarios."
subserie_111,"03","Inventarios de Almacén",gestion_documentos.serie_32,1,111,"Terminación de la vigencia fiscal","<span style='font-size:20px; font-weight:bold;'>&#8226;</span> Cumplido el tiempo de retención en el archivo de gestión y en el archivo central contados a partir del cierre del expediente, los documentos en su soporte original electrónico se eliminan por perdida de los valores primarios en el Archivo de VISE LTDA dejando constancia en el acta de eliminación documental, de acuerdo con lo dispuesto en el procedimiento de disposición documental por el método de borrado seguro.<br/><br/><span style='font-size:20px; font-weight:bold;'>&#8226;</span> Documentos con valores administrativos y contables, valorados con el artículo 28 de la Ley 962 de 2005 que define los tiempos de retención y no tiene valores secundarios."
subserie_112,"04","Inventarios de Armamento",gestion_documentos.serie_32,1,112,"Terminación de la vigencia fiscal","<span style='font-size:20px; font-weight:bold;'>&#8226;</span> Cumplido el tiempo de retención en el archivo de gestión y en el archivo central contados a partir del cierre del expediente, los documentos en su soporte original electrónico se eliminan por perdida de los valores primarios en el Archivo de VISE LTDA dejando constancia en el acta de eliminación documental, de acuerdo con lo dispuesto en el procedimiento de disposición documental por el método de borrado seguro.<br/><br/><span style='font-size:20px; font-weight:bold;'>&#8226;</span> Documentos con valores primarios administrativos, no tiene valores secundarios."
subserie_113,"05","Inventarios de Caninos",gestion_documentos.serie_32,1,113,"Terminación de la vigencia fiscal","<span style='font-size:20px; font-weight:bold;'>&#8226;</span> Cumplido el tiempo de retención en el archivo de gestión y en el archivo central contados a partir del cierre del expediente, los documentos en su soporte original electrónico se eliminan por perdida de los valores primarios en el Archivo de VISE LTDA dejando constancia en el acta de eliminación documental, de acuerdo con lo dispuesto en el procedimiento de disposición documental por el método de borrado seguro.<br/><br/><span style='font-size:20px; font-weight:bold;'>&#8226;</span> Documentos con valores primarios administrativos, no tiene valores secundarios."
subserie_114,"06","Inventarios de Elementos Caninos",gestion_documentos.serie_32,1,114,"Terminación de la vigencia fiscal","<span style='font-size:20px; font-weight:bold;'>&#8226;</span> Cumplido el tiempo de retención en el archivo de gestión y en el archivo central contados a partir del cierre del expediente, los documentos en su soporte original electrónico se eliminan por perdida de los valores primarios en el Archivo de VISE LTDA dejando constancia en el acta de eliminación documental, de acuerdo con lo dispuesto en el procedimiento de disposición documental por el método de borrado seguro.<br/><br/><span style='font-size:20px; font-weight:bold;'>&#8226;</span> Documentos con valores primarios administrativos, no tiene valores secundarios."
subserie_115,"07","Inventarios de Elementos y Equipos de Tecnología",gestion_documentos.serie_32,1,115,"Terminación de la vigencia fiscal","<span style='font-size:20px; font-weight:bold;'>&#8226;</span> Cumplido el tiempo de retención en el archivo de gestión y en el archivo central contados a partir del cierre del expediente, los documentos en su soporte original electrónico se eliminan por perdida de los valores primarios en el Archivo de VISE LTDA dejando constancia en el acta de eliminación documental, de acuerdo con lo dispuesto en el procedimiento de disposición documental por el método de borrado seguro.<br/><br/><span style='font-size:20px; font-weight:bold;'>&#8226;</span> Documentos con valores primarios administrativos, no tiene valores secundarios."
subserie_116,"08","Inventarios de Equipos y/o Elementos Especiales",gestion_documentos.serie_32,1,116,"Terminación de la vigencia fiscal","<span style='font-size:20px; font-weight:bold;'>&#8226;</span> Cumplido el tiempo de retención en el archivo de gestión y en el archivo central contados a partir del cierre del expediente, los documentos en su soporte original electrónico se eliminan por perdida de los valores primarios en el Archivo de VISE LTDA dejando constancia en el acta de eliminación documental, de acuerdo con lo dispuesto en el procedimiento de disposición documental por el método de borrado seguro.<br/><br/><span style='font-size:20px; font-weight:bold;'>&#8226;</span> Documentos con valores primarios administrativos, no tiene valores secundarios."
subserie_117,"09","Inventarios de Software",gestion_documentos.serie_32,1,117,"Terminación de la vigencia fiscal","<span style='font-size:20px; font-weight:bold;'>&#8226;</span> Cumplido el tiempo de retención en el archivo de gestión y en el archivo central contados a partir del cierre del expediente, los documentos en su soporte original electrónico se eliminan por perdida de los valores primarios en el Archivo de VISE LTDA dejando constancia en el acta de eliminación documental, de acuerdo con lo dispuesto en el procedimiento de disposición documental por el método de borrado seguro.<br/><br/><span style='font-size:20px; font-weight:bold;'>&#8226;</span> Documentos con valores primarios administrativos, no tiene valores secundarios."
subserie_118,"10","Inventarios de Productos Químicos",gestion_documentos.serie_32,1,118,"Terminación de la vigencia fiscal","<span style='font-size:20px; font-weight:bold;'>&#8226;</span> Cumplido el tiempo de retención en el archivo de gestión y en el archivo central contados a partir del cierre del expediente, los documentos en su soporte original electrónico se eliminan por perdida de los valores primarios en el Archivo de VISE LTDA dejando constancia en el acta de eliminación documental, de acuerdo con lo dispuesto en el procedimiento de disposición documental por el método de borrado seguro.<br/><br/><span style='font-size:20px; font-weight:bold;'>&#8226;</span> Documentos con valores primarios administrativos, no tiene valores secundarios."
subserie_119,"01","Licencias de Funcionamiento",gestion_documentos.serie_33,1,119,"Vigencia de la licencia","<span style='font-size:20px; font-weight:bold;'>&#8226;</span> Cumplidos los tiempos de retención en el archivo de gestión y en el archivo central contados a partir del cierre del expediente, la agrupación documental adquiere valores permanentes debido a que su información es el permiso expedido con base en la potestad discrecional por parte de la SVSP, para que los servicios de vigilancia y seguridad privada puedan operar válidamente, por lo tanto se procede a la conservación total como fuente de información para la historia,  los documentos en su soporte original electrónico se transfieren al archivo histórico para formar parte de la memoria institucional de VISE LTDA, se aplican procesos de preservación digital a largo plazo.<br/><br/><span style='font-size:20px; font-weight:bold;'>&#8226;</span> Documentos con valor secundario histórico."
subserie_120,"02","Licencias de Software",gestion_documentos.serie_33,1,120,"Terminación vigencia de la licencia","<span style='font-size:20px; font-weight:bold;'>&#8226;</span> Cumplido el tiempo de retención en el archivo de gestión y en el archivo central contados a partir del cierre del expediente, los documentos en su soporte original electrónico se eliminan por perdida de los valores primarios en el Archivo de VISE LTDA dejando constancia en el acta de eliminación documental, de acuerdo con lo dispuesto en el procedimiento de disposición documental por el método de borrado seguro.<br/><br/><span style='font-size:20px; font-weight:bold;'>&#8226;</span> Documentos con valores primarios administrativos, no tiene valores secundarios."
subserie_121,"03","Licencias de Uso de Espectro Radioeléctrico",gestion_documentos.serie_33,1,121,"Vigencia de la licencia","<span style='font-size:20px; font-weight:bold;'>&#8226;</span> Cumplidos los tiempos de retención en el archivo de gestión y en el archivo central contados a partir del cierre del expediente, la agrupación documental adquiere valores permanentes debido a que es son permisos otorgados por el Estado para utilizar un espacio de frecuencia específico en las ondas electromagnéticas para la transmisión de señales de radio. Este espectro es un recurso limitado y valioso, gestionado por el Estado, que se utiliza para diversos servicios de telecomunicaciones. , por lo tanto se procede a la conservación total como fuente de información para la historia,  los documentos en su soporte original electrónico se transfieren al archivo histórico para formar parte de la memoria institucional de VISE LTDA, se aplican procesos de preservación digital a largo plazo.<br/><br/><span style='font-size:20px; font-weight:bold;'>&#8226;</span> Documentos con valor secundario histórico."
subserie_122,"01","Manuales del Sistema de Gestión Integral",gestion_documentos.serie_34,1,122,"Actualización del manual","<span style='font-size:20px; font-weight:bold;'>&#8226;</span> Cumplido el tiempo de retención en el archivo de gestión y en el archivo central contados a partir del cierre del expediente, los documentos en su soporte original electrónico se eliminan por perdida de los valores primarios en el Archivo de VISE LTDA dejando constancia en el acta de eliminación documental, de acuerdo con lo dispuesto en el procedimiento de disposición documental por el método de borrado seguro.<br/><br/><span style='font-size:20px; font-weight:bold;'>&#8226;</span> Documentos con valores primarios administrativos, no tiene valores secundarios."
subserie_123,"02","Manuales Sarlaft",gestion_documentos.serie_34,1,123,"Actualización del manual","<span style='font-size:20px; font-weight:bold;'>&#8226;</span> Cumplido el tiempo de retención en el archivo de gestión y en el archivo central contados a partir del cierre del expediente, los documentos en su soporte original electrónico se eliminan por perdida de los valores primarios en el Archivo de VISE LTDA dejando constancia en el acta de eliminación documental, de acuerdo con lo dispuesto en el procedimiento de disposición documental por el método de borrado seguro.<br/><br/><span style='font-size:20px; font-weight:bold;'>&#8226;</span> Documentos con valores primarios administrativos, no tiene valores secundarios."
subserie_124,"01","Matrices de Cargos",gestion_documentos.serie_35,1,124,"Actualización de la matriz","<span style='font-size:20px; font-weight:bold;'>&#8226;</span> Cumplido el tiempo de retención en el archivo de gestión y en el archivo central contados a partir del cierre del expediente, los documentos en su soporte original electrónico se eliminan por perdida de los valores primarios en el Archivo de VISE LTDA dejando constancia en el acta de eliminación documental, de acuerdo con lo dispuesto en el procedimiento de disposición documental por el método de borrado seguro.<br/><br/><span style='font-size:20px; font-weight:bold;'>&#8226;</span> Documentos con valores primarios administrativos, no tiene valores secundarios."
subserie_125,"02","Matrices de Cargos Críticos",gestion_documentos.serie_35,1,125,"Actualización de la matriz","<span style='font-size:20px; font-weight:bold;'>&#8226;</span> Cumplido el tiempo de retención en el archivo de gestión y en el archivo central contados a partir del cierre del expediente, los documentos en su soporte original electrónico se eliminan por perdida de los valores primarios en el Archivo de VISE LTDA dejando constancia en el acta de eliminación documental, de acuerdo con lo dispuesto en el procedimiento de disposición documental por el método de borrado seguro. <br/><br/><span style='font-size:20px; font-weight:bold;'>&#8226;</span> Documentos con valores primarios administrativos, no tiene valores secundarios."
subserie_126,"03","Matrices de Trabajadores",gestion_documentos.serie_35,1,126,"Actualización de la matriz","<span style='font-size:20px; font-weight:bold;'>&#8226;</span> Cumplido el tiempo de retención en el archivo de gestión y en el archivo central contados a partir del cierre del expediente, los documentos en su soporte original electrónico se eliminan por perdida de los valores primarios en el Archivo de VISE LTDA dejando constancia en el acta de eliminación documental, de acuerdo con lo dispuesto en el procedimiento de disposición documental por el método de borrado seguro.<br/><br/><span style='font-size:20px; font-weight:bold;'>&#8226;</span> Documentos con valores primarios administrativos, no tiene valores secundarios."
subserie_127,"04","Matrices de Casos de Salud",gestion_documentos.serie_35,1,127,"Actualización de la matriz","<span style='font-size:20px; font-weight:bold;'>&#8226;</span> Cumplido el tiempo de retención en el archivo de gestión y en el archivo central contados a partir del cierre del expediente, los documentos en su soporte original electrónico se eliminan por perdida de los valores primarios en el Archivo de VISE LTDA dejando constancia en el acta de eliminación documental, de acuerdo con lo dispuesto en el procedimiento de disposición documental por el método de borrado seguro.<br/><br/><span style='font-size:20px; font-weight:bold;'>&#8226;</span> Documentos con valores primarios administrativos, no tiene valores secundarios."
subserie_128,"05","Matrices de Compatibilidad",gestion_documentos.serie_35,1,128,"Actualización de la matriz","<span style='font-size:20px; font-weight:bold;'>&#8226;</span> Cumplido el tiempo de retención en el archivo de gestión y en el archivo central contados a partir del cierre del expediente, los documentos en su soporte original electrónico se eliminan por perdida de los valores primarios en el Archivo de VISE LTDA dejando constancia en el acta de eliminación documental, de acuerdo con lo dispuesto en el procedimiento de disposición documental por el método de borrado seguro.<br/><br/><span style='font-size:20px; font-weight:bold;'>&#8226;</span> Documentos con valores primarios administrativos, no tiene valores secundarios."
subserie_129,"06","Matrices de Comunicaciones",gestion_documentos.serie_35,1,129,"Actualización de la matriz","<span style='font-size:20px; font-weight:bold;'>&#8226;</span> Cumplido el tiempo de retención en el archivo de gestión y en el archivo central contados a partir del cierre del expediente, los documentos en su soporte original electrónico se eliminan por perdida de los valores primarios en el Archivo de VISE LTDA dejando constancia en el acta de eliminación documental, de acuerdo con lo dispuesto en el procedimiento de disposición documental por el método de borrado seguro.<br/><br/><span style='font-size:20px; font-weight:bold;'>&#8226;</span> Documentos con valores primarios administrativos, no tiene valores secundarios."
subserie_130,"07","Matrices de Identificación de Aspectos Ambientales",gestion_documentos.serie_35,1,130,"Terminación de la vigencia fiscal","<span style='font-size:20px; font-weight:bold;'>&#8226;</span> Cumplido el tiempo de retención en el archivo de gestión y en el archivo central contados a partir del cierre del expediente, los documentos en su soporte original electrónico se eliminan por perdida de los valores primarios en el Archivo de VISE LTDA dejando constancia en el acta de eliminación documental, de acuerdo con lo dispuesto en el procedimiento de disposición documental por el método de borrado seguro.<br/><br/><span style='font-size:20px; font-weight:bold;'>&#8226;</span> Documentos con valores primarios administrativos, no tiene valores secundarios."
subserie_131,"08","Matrices de Riesgos Laft",gestion_documentos.serie_35,1,131,"Actualización de la matriz","<span style='font-size:20px; font-weight:bold;'>&#8226;</span> Cumplido el tiempo de retención en el archivo de gestión y en el archivo central contados a partir del cierre del expediente, los documentos en su soporte original electrónico se eliminan por perdida de los valores primarios en el Archivo de VISE LTDA dejando constancia en el acta de eliminación documental, de acuerdo con lo dispuesto en el procedimiento de disposición documental por el método de borrado seguro. <br/><br/><span style='font-size:20px; font-weight:bold;'>&#8226;</span> Documentos con valores primarios administrativos, no tiene valores secundarios."
subserie_132,"01","Nómina General",gestion_documentos.serie_36,1,132,"Terminación de la vigencia fiscal","<span style='font-size:20px; font-weight:bold;'>&#8226;</span> Cumplido el tiempo de retención en el archivo de gestión y en el archivo central contados a partir del cierre del expediente, los documentos en su soporte original electrónico se eliminan por perdida de los valores primarios en el Archivo de VISE LTDA dejando constancia en el acta de eliminación documental, de acuerdo con lo dispuesto en el procedimiento de disposición documental por el método de borrado seguro.<br/><br/><span style='font-size:20px; font-weight:bold;'>&#8226;</span> Documentos con valores primarios administrativos, no tiene valores secundarios."
subserie_133,"01","Órdenes de Compras",gestion_documentos.serie_37,1,133,"Terminación de la vigencia fiscal","<span style='font-size:20px; font-weight:bold;'>&#8226;</span> Cumplido el tiempo de retención en el archivo de gestión y en el archivo central contados a partir del cierre del expediente, los documentos en su soporte original electrónico se eliminan por perdida de los valores primarios en el Archivo de VISE LTDA dejando constancia en el acta de eliminación documental, de acuerdo con lo dispuesto en el procedimiento de disposición documental por el método de borrado seguro.<br/><br/><span style='font-size:20px; font-weight:bold;'>&#8226;</span> Documentos con valores primarios administrativos, no tiene valores secundarios."
subserie_134,"01","Organigramas",gestion_documentos.serie_38,1,134,"Actualización del organigrama","<span style='font-size:20px; font-weight:bold;'>&#8226;</span> Cumplidos los tiempos de retención en el archivo de gestión y en el archivo central contados a partir del cierre del expediente, la agrupación documental adquiere valores permanentes debido a que su información (ión), por lo tanto se procede a la conservación total como fuente de información para la historia,  los documentos en su soporte original electrónico se transfieren al archivo histórico para formar parte de la memoria institucional de VISE LTDA, se aplican procesos de preservación digital a largo plazo.<br/><br/><span style='font-size:20px; font-weight:bold;'>&#8226;</span> Documentos con valor secundario (tipo de valor secundario)."
